Id,recipe_name,additional_phrase,ing_name,Ing_quantity,Ing_unit,source,audio
18,کریمی فروٹ چاٹ,,کشمش,100,گرام,hum masala,dataset\Creamy Fruit Chaat.wav
19,سرسوں کا ساگ,سرسوں کا ساگ بنانے کے اجزاء,,,,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,سرسوں کا ساگ,1,کلو,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,مکئی کا آٹا,1,پیالی,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,مکھن,1,پیکٹ,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,ہری مرچ,4,عدد,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,لہسن کے جوے,8,عدد,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,ثابت لال مرچ,10,عدد,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,ہلدی,1,چائے کا چمچہ,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,نمک,,حسب ذائقہ,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,بگھار کے اجزاء:,,,,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,باریک کئے لہسن کے جوے,4,عدد,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,مکھن,½,پیکٹ,hum masala,dataset\Sarson-Ka-Saag.wav
19,سرسوں کا ساگ,,تیل,3, کھانے کا چمچہ,hum masala,dataset\Sarson-Ka-Saag.wav
20,مونگ دال پکوڑا, مونگ دال پکوڑا بنانے کے اجزاء,,,,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,قیمہ (ہاتھ کا ‌ کٹا),½,کلو,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,مونگ دال کا آٹا,1,کپ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,کٹی ہری مرچ,4,عدد,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,ثابت دھنیا (کٹا ہوا),1, کھانے کا چمچہ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,کٹا زیرہ,1,چائے کا چمچہ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,نمک,½,چائے کا چمچہ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,کٹی کالی مرچ,2,چائے کا چمچہ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,باریک کٹی پیاز,2,عدد,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,باریک کٹا لہسن,1, کھانے کا چمچہ,hum masala,dataset\moong daal pakora.wav
20,مونگ دال پکوڑا,,تیل ( تلنے کے لیے),,حسب ضرورت,hum masala,dataset\moong daal pakora.wav
21,کڑاہی چوپس, کڑاہی چوپس بنانے کے اجزاء,,,,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,ابلی چانپیں,1,کلو,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,مکھن,100,گرام,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,دہی,1,کپ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,ٹماٹر,1,پاؤ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,کریم,½,کپ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,ادرک لہسن کا پیسٹ,1, کھانے کا چمچہ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,نمک,1,چائے کا چمچہ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,الائچی,4,عدد,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,ہلدی ,1,چائے کا چمچہ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,کٹی لال مرچ,½-1,چائے کا چمچہ,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,پیاز,2,عدد,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,ہرا دھنیا,½,گٹھی,hum masala,dataset\Karahi chops.wav
21,کڑاہی چوپس,,تیل,,حسب ضرورت,hum masala,dataset\Karahi chops.wav
22,چنیوٹی پلاؤ,چنیوٹی پلاؤ بنانے کے اجزاء,,,,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,چکن ,½,کلو,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,چاول,½,کلو,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,ٹماٹر ,2,عدد,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,ادرک لہسن,1,چائے کا چمچہ,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,چھوٹی ہری مرچیں,10,عدد,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,دہی,1,کپ,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,پودینہ,1,چائے کا چمچہ,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,کالا زیرہ,1,چائے کا چمچہ,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,کالی مرچ,1,چائے کا چمچہ,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,تیز پتے,2,عدد,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,پیاز,1,عدد,hum masala,dataset\Chunutey pulao.wav
22,چنیوٹی پلاؤ,,نمک,1,چائے کا چمچہ,hum masala,dataset\Chunutey pulao.wav
23,چوری,چوری بنانے کے اجزاء,,,,kfoods,dataset\Choori - kfoods.wav
23,چوری,,باسی روٹی,1,عدد,kfoods,dataset\Choori - kfoods.wav
23,چوری,,گھی,½,کپ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,پانی,3,گلاس,kfoods,dataset\Choori - kfoods.wav
23,چوری,,مونگ ، مسور دال,100,گرام,kfoods,dataset\Choori - kfoods.wav
23,چوری,,گرم مصالحہ,1,چائے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,ہلدی,1, کھانے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,زیرہ,1, کھانے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,پسا دھنیا ,1, کھانے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,پسی لال مرچ,1, کھانے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,ادرک لہسن پیسٹ,2, کھانے کا چمچہ,kfoods,dataset\Choori - kfoods.wav
23,چوری,,نمک,,حسب ذائقہ,kfoods,dataset\Choori - kfoods.wav
24,چٹنی آلو,چٹنی آلو بنانے کے اجزاء,,,,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,اُبلے ہوئے آلو,2,عدد,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,آلو بخارے,200,گرام,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,پسی لال مرچ ,½,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,چاٹ مصالحہ,½,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,ثابت زیرہ,½,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,پسی ہوئی کھٹائی,½,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,پسا دھنیا,½,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,چینی,3,چائے کا چمچہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,ہر ا دھنیا,,حسب ضرورت,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,پودینہ,,حسب ضرورت,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,ہری مر چ ,3,عدد,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,نمک,,حسب ذائقہ,kfoods,dataset\Chutney Aloo - kfoods.wav
24,چٹنی آلو,,تیل,,فرائی کے لئے,kfoods,dataset\Chutney Aloo - kfoods.wav
25,بکرے کی نہاری, بکرے کی نہاری بنانے کے اجزاء,,,,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,بکرے کا گوشت,"1½
",کلو,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,گھی,"1½
",پاﺅ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,پیاز ,½,کلو,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,سونف,2,چائے کا چمچہ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,سونٹھ,2,ٹکڑے,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,ادرک ، لہسن کا پیسٹ,2,چائے کا چمچہ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,پانی,2,جگ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,پسی لال مرچ,2,چائے کا چمچہ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,لال آٹا ,4,چائے کا چمچہ,kfoods,dataset\Baray ki nihari - kfoods.wav
25,بکرے کی نہاری,,گرم مصالحہ,½,چائے کا چمچہ,kfoods,dataset\Baray ki nihari - kfoods.wav
26,ادرک مٹن, ادرک مٹن بنانے کے اجزاء,,,,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,مٹن,"½
",کلو,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,دہی,"½
",پاﺅ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,پیاز ,1,عدد,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,ہری مرچ,4,عدد,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,ادرک ,1,درمیانہ ٹکڑا,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,ہرا دھنیا ,1/4,گٹھی,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,پانی,"½
",کپ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,پسا گرم مصالحہ,½,چائے کا چمچہ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,ہلدی,½,چائے کا چمچہ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,ادرک لہسن کاپیسٹ ,2, کھانے کا چمچہ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,تیل,3, کھانے کا چمچہ,kfoods,dataset\Adrak mutton - kfoods.wav
26,ادرک مٹن,,نمک,,حسب ذائقہ,kfoods,dataset\Adrak mutton - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس, چکن پاستا ان ٹومیٹو سوس بنانے کے اجزاء,,,,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,پاستا,½,پیکٹ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,چکن بون لیس,300,گرام,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,ہری مرچ,2,عدد,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,چیز سلائس,3,عدد,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,لہسن کا جوے,4,عدد,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,پارسلے,1/4,گٹھی,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,اُبلے ٹماٹر,5,عدد,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,روز میری,½,چائے کا چمچہ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,اوریگانو,½,چائے کا چمچہ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,پسی کالی مرچ,½,چائے کا چمچہ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,تیل,4, کھانے کا چمچہ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
27,چکن پاستا ان ٹومیٹو سوس,,نمک,,حسب ذائقہ,kfoods,dataset\Chicken Pasta ans Tomato Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس, شریڈ چکن ان اویسٹر سوس بنانے کے اجزاء,,,,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,چکن بریسٹ,2,عدد,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,ہری پیاز,2,عدد,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,شملہ,1,عدد,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,لہسن,4,جوے,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,کٹی کالی مرچ,1, کھانے کا چمچہ,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,کارن فلور,1, کھانے کا چمچہ,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,اویسٹر سوس,3, کھانے کا چمچہ,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,تیل,4, کھانے کا چمچہ,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
28,شریڈ چکن ان اویسٹر سوس,,نمک,,حسب ذائقہ,kfoods,dataset\Shred Chicken and Oyster Sauce - kfoods.wav
29,وون چکن ود ویجیٹیبل,  وون چکن ود ویجیٹیبل بنانے کے اجزاء,,,,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,چکن بون لیس,½,کلو,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,لہسن,3,جوے,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,پیاز,2,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,پھلیاں,1,پاﺅ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,بینگن,1,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,ٹماٹر,2,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,گاجر,1,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,آلو,1,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,بھنڈی,½,کلو,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,شملہ مرچ,1,عدد,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,ٹماٹو پیسٹ,2, کھانے کا چمچہ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,کٹی کالی مرچ,1,چائے کا چمچہ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,نمک,,حسب ذائقہ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,مکھن,4, کھانے کا چمچہ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,پانی,1/4,کپ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
29,وون چکن ود ویجیٹیبل,,چیڈر چیز,½,پیکٹ,kfoods,dataset\Oven Chicken with Vegetable - kfoods.wav
30,مٹن بون لیس تاری,مٹن بون لیس تاری بنانے کے اجزاء,,,,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,مٹن بون لیس,½,کلو,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,دہی,1,پاﺅ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,پیاز,2,عدد,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,پانی,1,گلاس,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,ہرا دھنیا,1/4,گٹھی,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,تیل,1/4,کپ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,ہلدی,1, کھانے کا چمچہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,زیرہ,1, کھانے کا چمچہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,پسا دھنیا,1, کھانے کا چمچہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,پسی لال مرچ,2, کھانے کا چمچہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,ادرک لہسن کاپیسٹ,2, کھانے کا چمچہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
30,مٹن بون لیس تاری,,نمک,,حسب ذائقہ,kfoods,dataset\Mutton Boneless Taari - kfoods.wav
31,کھٹے میٹھے کوفتے, کھٹے میٹھے کوفتے بنانے کے اجزاء,,,,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,قیمہ,½,کلو,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,لہسن,4,جوے,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,شملہ مرچ ,1,عدد,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,پیاز,1,عدد,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,ہری پیاز,1,عدد,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,ٹماٹر,1,عدد,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,انڈا,1,عدد,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,پائن ایپل,2,سلائس,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,ٹومیٹو کیچپ,½,کپ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,وویسٹرسوس,2, کھانے کا چمچہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,ایچ پی سوس,1, کھانے کا چمچہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,کارن فلور,2, کھانے کا چمچہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,کالی مرچ,1/4,چائے کا چمچہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,سفیدمرچ,1/4,چائے کا چمچہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,تیل,,حسبِ ضرورت,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
31,کھٹے میٹھے کوفتے,,نمک,,حسب ذائقہ,kfoods,dataset\Khatay Meethay Kooftay - kfoods.wav
32,فرائیڈ رائس نوڈلز,فرائیڈ رائس نوڈلز بنانے کے اجزاء,,,,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,ابلے چاول,200,گرام,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,ایک نوڈلز,½,پیکٹ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,درمیانی گاجر,1,عدد,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,شملہ مرچ,1,عدد,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,ہر ی مرچ,2,عدد,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,انڈے,3,عدد,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,بے بی کارن,5,عدد,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,لہسن,5,جوے,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,تیل,1/4,کپ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,بند گوبھی,1/4,ٹکڑا,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,اُبلے مٹر,½,پیالی,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,چینی,1,چائے کا چمچہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,ہلدی,1, کھانے کا چمچہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,سویا سوس,1, کھانے کا چمچہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,ور چسٹر سوس,2, کھانے کا چمچہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,پانی,,حسبِ ضرورت,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,نمک,,حسب ذائقہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
32,فرائیڈ رائس نوڈلز,,کالی مرچ,1,چائے کا چمچہ,kfoods,dataset\Fried Rice Noodles - kfoods.wav
33,چاکلیٹ پیسٹری, چاکلیٹ پیسٹری بنانے کے اجزاء,,,,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,انڈے,15,عدد,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,ڈوبنانے کے اجزاء,,,,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,میدہ,300,گرام,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,چینی,300,گرام,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,بیکنگ پاﺅڈر,1, کھانے کا چمچہ,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,کوکو پاﺅڈر,2, کھانے کا چمچہ,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,ٹوپنگ کے اجزاء,سفید مکھن,200,گرام,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,فریش کریم,2,پیالی,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,آئسنگ شوگر,100,گرام,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,شوگر سیرپ,1,پیالی,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,کوکنگ چاکلیٹ,300,گرام,kfoods,dataset\Chocolate Pastry - kfoods.wav
33,چاکلیٹ پیسٹری,,آئسنگ کریم,5, کھانے کا چمچہ,kfoods,dataset\Chocolate Pastry - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,بلیو بیری فریش کسٹرڈ بنانے کے اجزاء,,,,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,,انڈے,6,عدد,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,,چینی,1,کپ,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,,دودھ,½,کلو,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,,بلیو بیری,1,کپ,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
34,بلیو بیری فریش کسٹرڈ,,ونیلا ایسنس,,چند قطرے,kfoods,dataset\Blueberry Fresh Custard  - kfoods.wav
35,بیف بیکنگ رول, بیف بیکنگ رول بنانے کے اجزاء,,,,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,بیف انڈر کٹ,300,گرام,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,انڈا,1,عدد,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,ہری پیاز,1,عدد,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,درمیانی گاجر,1,عدد,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,میدہ,1, پیالی,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,دودھ,1, پیالی,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,درمیانی پیاز,½,,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,موزریلا چیز,1, پیالی,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,کالی مرچ,1,چائے کا چمچہ,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,کٹی کالی مرچ,1, کھانے کا چمچہ,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,تیل,,حسبِ ضرورت,kfoods,dataset\Beef Baking Roll - kfoods.wav
35,بیف بیکنگ رول,,نمک,,حسب ذائقہ,kfoods,dataset\Beef Baking Roll - kfoods.wav
36,یاکی چکن,یاکی چکن بنانے کے اجزاء,,,,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,چکن بریسٹ,2,عدد,kfoods,dataset\Yaaki Chicken - kfoods.wav
36,یاکی چکن,,نمک,,حسب ذائقہ,kfoods,dataset\Yaaki Chicken - kfoods.wav
